StarID,Hip,HD,HR,Gliese,BayerFlamsteed,ProperName,RA,Dec,Distance,Mag,AbsMag,Spectrum,ColorIndex
416,   576,   206, , ,,,0.1165768,+53.97486354,266.666666666667, 8.97,1.8401563386386,A           , 0.050
417,   578,   222, , ,,,0.11722052,+22.84448874,119.047619047619, 8.29,2.91139643030941,F0          , 0.387
418,   579,   223, , ,,,0.11734206,+05.28802852,2325.58139534884, 8.30,-3.53265772210207,M...        , 1.552
419,   580,   225, , ,,,0.11738043,-18.82075644,249.376558603491, 8.26,1.27572186310091,F5          , 0.494
420,   581,   231, , ,,,0.1178221,+06.87560716,140.449438202247, 7.44,1.70239996818428,A5          , 0.203
421,   583,   174, , ,,,0.11836555,+85.40485204,226.757369614512, 8.20,1.42219294733919,A3          , 0.295
422,   584,   233, , ,,,0.1187691,-15.85008750,126.742712294043, 8.68,3.1653850160471,F5V         , 0.529
423,   585,   235, , ,,,0.11883157,-30.56157424,230.94688221709, 8.65,1.83243948176683,A1V         , 0.061
424,   587,   243, , ,,,0.11896248,-37.92914178,194.552529182879, 8.41,1.96481559497638,F3V         , 0.405
425,   589,   204, , ,,,0.11918253,+72.77522493,206.611570247934, 8.42,1.84422680822206,A3          , 0.345
426,   590, , , ,,,0.11949469,+34.85379559,304.878048780488, 8.86,1.4393692185584,M5          , 1.552
427,   591,   230, , ,,,0.11972793,+46.75702172,248.138957816377, 7.92,0.946525230705547,K0          , 1.054
428,   593,   238, , ,,,0.12016257,+06.20432213,238.663484486874, 8.85,1.96107011483148,A3          , 0.323
429,   596,   276, , ,,,0.12035831,-76.73091557,83.8926174496644, 7.56,2.94138127702109,F5IV-V      , 0.419
430,   597,   219, , ,,,0.12047431,+73.21031615,236.406619385343, 7.88,1.01170183687521,F2          , 0.407
431,   598,   236, , ,,,0.12068362,+20.55571109,282.485875706215, 7.99,0.73501631012894,K0          , 1.441
432,   599,   259, , ,,,0.12095164,-41.88961116,58.2072176949942, 8.23,4.40511579747612,F8/G0V      , 0.599
433,   600,   257, , ,,,0.1212881,-27.39777661,454.545454545455, 8.52,0.232113404111031,K1III       , 1.084
434,   602,   256,  10,,          , ,0.12174257,-17.38703103,160.25641025641, 6.20,0.17592294841212,A2IV/V      , 0.133
435,   603,   251, , ,,,0.12177501,+07.70357212,170.357751277683, 7.64,1.48319050623807,F5          , 0.493
436,   604,   253, , ,,,0.12208183,+01.66508782,121.506682867558, 8.95,3.52699917606135,G0          , 0.653
437,   605,   273, , ,,,0.12279011,-56.83685592,348.432055749129, 7.48,-0.230590516330038,K5III       , 1.532
438,   606,   268, , ,,,0.12289102,-25.35632439,48.4730974309258, 7.06,3.63249613986576,F5V         , 0.463
439,   607,   249, , ,,,0.1229105,+26.45088655,106.723585912487, 7.33,2.18869795443889,K1IV        , 1.011
440,   608,   266, , ,,,0.12302771,-11.03336416,657.894736842105, 8.98,-0.110782060276136,G5          , 0.739
441,   609,   267, , ,,,0.12312053,-11.61292585,139.082058414465, 8.24,2.52364445191441,A6:m...     , 0.271
442,   611,   270, , ,,,0.12368601,-40.47958534,138.69625520111, 8.53,2.81967632359714,K0V         , 0.909
443,   610,   312, , ,,,0.12386179,-77.49416581,456.62100456621, 8.40,0.102220574200594,G8III       , 1.014
444,   612,   285, , ,,,0.12445974,-56.01154749,133.155792276964, 7.48,1.85819968502084,F5IV/V      , 0.466
445,   613,   264, , ,,,0.12479531,+17.30273637,613.496932515337, 8.46,-0.479061977980209,K0          , 1.590
446,   615,   282, , ,,,0.12535862,+24.32121026,182.481751824818, 8.57,2.26390279242185,A5          , 0.249
447,   616,   283,,Wo 9003  ,, ,0.1256492,-23.81894320,32.5097529258778, 8.70,6.13993165564697,K0V         , 0.798
448,   617, , , ,,,0.12577636,+32.00877870,99.2063492063492, 8.50,3.51730266054753,F5          , 0.451
449,   618,   309, , ,,,0.12630588,-60.64172798,112.866817155756, 8.37,3.10716860943525,F7V         , 0.595
450,   619,   281, , ,,,0.12643796,+31.66904954,165.289256198347, 6.87,0.778776873262345,G5          , 1.124
451,   621,   310, , ,,,0.12682801,-62.31507712,400, 7.50,-0.510299956639811,M1III       , 1.703
452,   620,   385, , ,,,0.12688198,-86.03877612,395.256916996047, 7.39,-0.594397394120911,B9IV        ,-0.018
453,   624,   307, , ,,,0.12705754,-45.11929768,121.802679658952, 8.19,2.7617157855972,F8/G0V      , 0.584
454,   622,   278, , ,,,0.12706013,+52.77298980,364.963503649635, 7.56,-0.251247185898059,G5          , 0.900
455,   623,   277, , ,,,0.12706217,+53.52653764,102.774922918808, 8.37,3.31056420134176,F0          , 0.379
456,   625,   279, , ,,,0.12713266,+40.07851976,186.219739292365, 7.39,1.03987142849778,K0          , 1.008
457,   626,   290, , ,,,0.12720594,+40.14799609,98.6193293885601, 6.73,1.76018977498659,G5          , 0.951
458,   627,   324, , ,,,0.12752971,-66.89539355,420.168067226891, 8.66,0.54288478528256,G3III       , 0.790
459,   628,   294, , ,,,0.12777993,+01.09425779,346.020761245675, 8.25,0.554489213782741,A0          , 0.170
460,   629,   305, , ,,,0.12782948,-07.92129475,300.3003003003, 8.47,1.0822211675316,G5          , 0.953
461,   630,   291, , ,,,0.1279186,+39.03491283,104.384133611691, 8.01,2.91682754539272,F5          , 0.456
462,   631,   323, , ,,,0.12803261,-65.93227482,127.551020408163, 6.83,1.30158031342219,K1/K2III    , 1.158
463,   633,   321, , ,,,0.12850273,-46.54467295,237.529691211401, 8.79,1.91141047917834,K2III       , 1.127
464,   634,   292, , ,,,0.12863906,+37.18548226,139.082058414465, 7.44,1.72364445191441,F5          , 0.478
465,   635,   315,  11,,          , ,0.12891543,-02.54868621,149.476831091181, 6.43,0.557130588839116,B8IIIsp...  ,-0.146
466,   636,   319,  12,,          , ,0.12968212,-22.50847542,80.3212851405623, 5.93,1.40584675715878,A1V         , 0.141
467,   637,   317, , ,,,0.12994545,-05.48598739,232.018561484919, 8.85,2.02238635080366,K0          , 1.196
468,   639,   318, , ,,,0.13010957,-11.12904586,141.643059490085, 8.55,2.79402350525902,G5          , 0.964
469,   640,   313, , ,,,0.13083039,+38.72179052,173.611111111111, 7.66,1.46211241711606,A3          , 0.181
470,   641,   299, , ,,,0.13107664,+55.57701937,45.8085203847916, 7.82,4.5152686785457,G0          , 0.610
471,   644,   340, , ,,,0.13191816,-51.25786512,285.714285714286, 8.21,0.93034022175138,K0/K1III    , 1.087
472,   645,   336, , ,,,0.13310668,-14.22671354,128.369704749679, 8.85,3.30768728836282,G3:V: + G2: , 0.631
473,   647,   368, , ,,,0.13314352,-78.21097486,854.700854700855, 7.79,-1.86907069126919,K3III       , 1.450
474,   646,   337, , ,,,0.13315104,-18.68470818,274.725274725275, 7.58,0.385506918245281,K1IV        , 1.271
475,   649,   334, , ,,,0.13340341,-07.54477340,93.8086303939963, 7.85,2.98878602345277,F5V         , 0.505
476,   648,   369, , ,,,0.1334316,-78.59876143,111.731843575419, 7.18,1.93911517657956,A3V         , 0.156
477,   650,   333, , ,,,0.13354435,+29.83750636,261.096605744125, 7.54,0.455993869843114,F2          , 0.408
478,   652,   332, , ,,,0.13381462,+31.39121911,122.100122100122, 7.12,1.68641950880209,A5          , 0.184
479,   654,   346, , ,,,0.13390149,-45.38213796,228.83295194508, 8.84,2.04240718485211,K0III       , 1.042
480,   655,   344,  13,,          , ,0.13431035,-33.52933371,99.8003992015968, 5.67,0.674338607656135,K1III       , 1.119
481,   656,   330, , ,,,0.13461645,+53.79639636,102.354145342886, 8.15,3.09947281859387,F8          , 0.617
482,   658,   342, , ,,,0.13494725,+04.92733420,290.697674418605, 8.19,0.872792212857651,G5          , 1.079
483,   659,   341, , ,,,0.13599106,+31.37900363,204.081632653061, 7.27,0.720980400142569,A3          , 0.207
484,   660,   326, , ,,,0.13611203,+71.15948850,306.748466257669, 8.51,1.0760880003397,A0          , 0.215
485,   661,   367, , ,,,0.13658947,-59.06308248,413.223140495868, 8.36,0.279076829902156,K1IIICN...  , 1.113
486,   662,   384, , ,,,0.13665791,-70.05583226,520.833333333333, 8.74,0.156506143517749,K2III       , 1.227
487,   664,   352,  14,,          , ,0.13669219,-02.44769895,307.692307692308, 6.18,-1.26058319510563,K2III       , 1.366
488,   667, , , ,,,0.13713003,+29.73233165,245.098039215686, 8.31,1.3633008154494,K0          , 1.053
489,   668,   349, , ,,,0.13740614,+42.22343513,289.017341040462, 8.58,1.27538049396388,G5          , 0.915
490,   669,   361, , ,,,0.1378806,-14.82446576,27.6395798783858, 7.04,4.83234281261898,G2/G3V      , 0.624
491,   670,   350, , ,,,0.13804068,+34.49526635,266.666666666667, 8.81,1.6801563386386,A2          , 0.310
492,   671,   360,  16,,          , ,0.13820907,-08.82402541,102.145045965271, 5.99,0.94391345901569,G8III:      , 1.034
493,   673,   364, , ,,,0.13850386,-32.70083924,285.714285714286, 8.22,0.94034022175138,K1III       , 1.064
494,   675,   359, , ,,,0.13948053,+03.44072762,352.112676056338, 8.00,0.266591700235189,G5          , 1.193
495,   677,   358,  15,, 21Alp And,Alpheratz,0.13976888,+29.09082805,29.7619047619048, 2.07,-0.29830361305078,B9p         ,-0.038
496,   679,   356, , ,,,0.14007449,+50.24535175,458.715596330275, 8.11,-0.197717531976975,A0          , 0.098
497,   680,   398, , ,,,0.14022872,-57.19508646,357.142857142857, 8.89,1.1257901567111,K1III       , 1.179
498,   682,   377, , ,,,0.1404706,+06.61680730,39.7614314115308, 7.59,4.59268994695973,G2V         , 0.626
499,   683,   357, , ,,,0.14056714,+41.95798984,347.222222222222, 8.72,1.01696243879616,A0          , 0.071
500,   687, ,,NN 3008  ,, ,0.14092673,+17.42445447,21.9106047326906,10.73,9.02672817873088,M0          , 1.460
501,   688,   392, , ,,,0.14100892,-24.09375148,131.578947368421, 7.59,1.99406796140396,F3/F5V      , 0.508
502,   689,   375, , ,,,0.14121806,+34.93452295,78.6163522012579, 7.41,2.93243555656198,F8          , 0.606
503,   691,   373, , ,,,0.14170073,+52.33640337,69.3000693000693, 7.78,3.57633165546747,F5          , 0.358
504,   692,   391, , ,,,0.14190684,-06.79215910,361.01083032491, 7.76,-0.0276011546777566,K2          , 1.618
505,   693,   387, , ,,,0.14201723,+20.26736526,105.596620908131, 8.94,3.82174989501637,F5          , 0.419
506,   694,   388, , ,,,0.14208729,+11.17153688,434.782608695652, 8.95,0.758639180087963,F2          , 0.435
507,   695,   371, , ,,,0.14246332,+63.20404897,460.829493087558, 6.41,-1.90770133075735,G3II        , 0.998
508,   696,   402,  18,,          , ,0.14263548,-17.57804019,413.223140495868, 6.11,-1.97092317009784,M0/M1IIICNp , 1.664
509,   697,   372, , ,,,0.14314078,+53.25410868,113.122171945701, 7.76,2.49226132506537,F2          , 0.415
510,   698,   442, , ,,,0.14410568,-74.23842588,346.020761245675, 7.38,-0.315510786217259,K3III       , 1.326
511,   699,   400,  17,Gl   6   ,          , ,0.1447282,+36.62742794,33.0469266358229, 6.21,3.61434461843584,F8IV        , 0.504
512,   700,   406, , ,,,0.14530229,-02.22257211,167.50418760469, 7.05,0.929871655646846,G5          , 0.963
513,   701,   370, , ,,,0.14553806,+74.21471191,157.232704402516, 7.44,1.45728557824207,A0          ,-0.006
514,   702,   429, , ,,,0.14582135,-52.32795054,197.23865877712, 8.50,2.02503979666668,F2III/IV    , 0.406
515,   704,   405, , ,,,0.14607345,+14.14205698,192.678227360308, 7.84,1.41583678924229,K0          , 1.125
516,   706,   427, , ,,,0.14616208,-34.79438791,198.807157057654, 7.88,1.38783992527964,F3V         , 0.473
517,   708,   428, , ,,,0.1463422,-36.74408179,145.772594752187, 8.65,2.83162057853376,F3V         , 0.471
518,   705,   245, , ,,,0.14649349,+86.78789828,61.576354679803, 8.41,4.46293012452578,G2V         , 0.588
519,   709,   439, , ,,,0.14678087,-47.06066168,116.550116550117, 7.81,2.47743643924353,F5IV        , 0.481
520,   710,   418, , ,,,0.14687296,+08.02174864,86.1326442721792, 7.43,2.75416109869287,F0          , 0.296
521,   711,   425, , ,,,0.14697685,-07.89705908,1030.92783505155, 8.76,-1.30614132866878,G5          , 0.965
522,   712,   413, , ,,,0.14719434,+40.84104758,211.864406779661, 7.58,0.94970999317044,G5          , 0.994
523,   714,   414, , ,,,0.14722175,+40.49456869,313.479623824451, 6.82,-0.661046584714095,K5          , 1.568
524,   716,   417,  19,,          , ,0.14779692,+25.46285169,128.53470437018, 6.24,0.694897984948446,K0III       , 0.976
525,   717,   422, , ,,,0.14784442,+00.69244524,735.294117647059, 7.31,-2.02230545814891,K2          , 1.430
526,   720,   437, , ,,,0.14823752,-22.17950257,316.455696202532, 7.13,-0.37156458690798,M2III       , 1.640
527,   722,   435, , ,,,0.14904566,+12.80447200,77.5795190069822, 8.48,4.03126458676702,G0          , 0.537
528,   723,   404, , ,,,0.14916054,+66.45664771,31.9081046585833, 8.57,6.05049496066286,G5          , 0.885
529,   724,   452, , ,,,0.14978299,-21.20630061,127.226463104326, 7.21,1.68711273019704,K0III       , 1.087
530,   726,   457, , ,,,0.14988694,-39.73711336,54.8847420417124, 7.72,4.0227418631849,G0V         , 0.620
531,   727,   433, , ,,,0.14998474,+49.85810859,129.87012987013, 8.03,2.46245362586241,A3          , 0.364
532,   728,   434, , ,,,0.15004367,+28.24755645,115.606936416185, 6.47,1.15508053732407,A4Vm        , 0.242
533,   729,   448,  22,, 87    Peg, ,0.15064948,+18.21202529,89.5255147717099, 5.57,0.810265865578045,G9III       , 1.043
534,   730,   469,  23,,          , ,0.15065212,-54.00196301,142.857142857143, 6.32,0.545490200071285,G4IV...     , 0.738
535,   732,   466, , ,,,0.15073756,-35.09184956,154.083204930663, 7.78,1.84122348400185,F3IV/V      , 0.417
536,   731, , , ,,,0.15076392,+27.65123946,44.4444444444444,11.65,8.41091259055681,M1          , 1.260
537,   733,   449, , ,,,0.15076996,+09.84996128,95.6022944550669, 8.58,3.67765842265628,G5          , 0.714
538,   737,   445, , ,,,0.1509936,+40.84327725,62.1504039776259, 6.93,2.96278022049515,G5          , 0.800
539,   738, ,,Gl   7   ,, ,0.15108459,-27.12235235,23.3535730966838,11.73,9.8882333147921, , 1.493
540,   740,   447, , ,,,0.15119547,+19.92463831,114.54753722795, 7.11,1.81507121852785,F5          , 0.476
541,   742,   481, , ,,,0.15178266,-50.60776281,335.570469798658, 8.21,0.581081320381276,K3III       , 1.339
542,   743,   479, , ,,,0.15193784,-50.01362800,729.92700729927, 8.42,-0.896397164217966,K1          , 1.400
543,   744,   480, , ,,,0.15237869,-50.16678657,317.460317460317, 7.05,-0.458447231051998,B5V         ,-0.122
544,   746,   432,  21,Gl   8   , 11Bet Cas,Caph,0.15280269,+59.15021814,16.69727834363, 2.28,1.16677156542104,F2III-IV    , 0.380
545,   747,   460, , ,,,0.15282501,+44.72184555,208.333333333333, 8.77,2.17620618687794,G5          , 0.461
546,   754,   471, , ,,,0.15434287,+25.28231728,45.3103760761214, 7.78,4.49901166580828,G0          , 0.680
547,   755,   443, , ,,,0.15460423,+65.07079864,58.7199060481503, 7.02,3.17607323981301,K0          , 0.932
548,   757,   497, , ,,,0.15515948,-59.06036312,507.61421319797, 8.89,0.362331130807966,G8III       , 1.033
549,   759,   483, , ,,,0.15540045,+17.53423872,51.8672199170124, 7.07,3.49553514783406,G2III       , 0.644
550,   760,   431,  20,,          , ,0.15550801,+79.71464113,116.822429906542, 6.01,0.672368823385766,A7IV        , 0.203
551,   761,   493,  24,,   Kap1Scl, ,0.15583908,-27.98790390,68.6341798215511, 5.42,1.23729775884995,F3V         , 0.414
552,   763,   470, , ,,,0.15646358,+58.66590161,704.225352112676, 8.24,-0.998558278084715,B5V         , 0.080
553,   764, , , ,,,0.1566329,+14.41766587,158.227848101266, 8.97,2.97358539141193,F0          , 0.442
554,   765,   496,  25,Gl   9.1 ,   Eps Phe, ,0.15681663,-45.74698836,42.9553264604811, 3.88,0.714914879889254,K0III       , 1.013
555,   766,   492, , ,,,0.15683345,+00.07209314,131.926121372032, 8.59,2.98834602816027,F5          , 0.484
556,   767,   487, , ,,,0.15765959,+46.38790478,201.612903225806, 7.17,0.647408382450988,B9          , 0.031
557,   768,   489, , ,,,0.1577728,+19.11569982,72.463768115942, 7.94,3.63939543200618,G3V         , 0.660
558,   769,   491, , ,,,0.15778317,+01.24402533,237.529691211401, 7.27,0.391410479178342,G5          , 1.220
559,   771,   505, , ,,,0.15844963,-10.18755017,480.769230769231, 7.94,-0.469683325186192,K0          , 1.439
560,   772,   512, , ,,,0.15852753,-34.11077214,61.5006150061501, 8.52,4.57560270629025,G3V         , 0.687
561,   773,   502, , ,,,0.15861311,+19.55922468,186.567164179104, 7.59,1.23582394846385,G8IV        , 1.005
562,   775,   525, , ,,,0.15946945,-66.02972893,218.818380743982, 8.08,1.37958100034925,K1III       , 1.068
563,   777,   511, , ,,,0.15978316,-21.38186598,122.399020807834, 8.92,3.48111028266208,F5V         , 0.499
564,   780, , , ,,,0.16012138,+26.68206689,343.642611683849, 8.84,1.15946494492954,K0          , 1.128
565,   782,   537, , ,,,0.16091769,-56.19178561,307.692307692308, 8.37,0.929416804894372,G8III       , 0.952
566,   785,   538, , ,,,0.16147926,-63.58967752,232.018561484919, 7.40,0.572386350803659,M2III       , 1.571
567,   786,   536, , ,,,0.16155802,-37.31481117,144.927536231884, 8.35,2.54424545368628,F3/F5V      , 0.437
568,   787,   520, , ,,,0.16210387,-31.82493921,41.9111483654652, 9.53,6.41835219667161,K1/K2V      , 0.965
569,   791,   547, , ,,,0.16345947,-40.89264320,71.8390804597701, 8.57,4.28819617637272,G3V         , 0.644
570,   790,   517, , ,,,0.16346061,+19.38130034,177.935943060498, 8.48,2.22868157784531,G0          , 0.560
571,   792,   533, , ,,,0.1635164,-06.84116094,79.7448165869219, 8.43,3.92148768247349,G5          , 0.906
572,   793,232118, , ,,,0.16388102,+53.52665750,280.112044817927, 8.45,1.21334108056097,G5          , 0.955
573,   794,   546, , ,,,0.16392357,-33.78868219,58.5480093676815, 8.84,5.00243933176493,K1V         , 0.833
574,   795,   531, , ,,,0.16433755,+08.45319673,70.3729767769177, 8.64,4.40297038963735,G5          , 0.716
575,   797,   530, , ,,,0.16438047,+11.41627112,218.340611353712, 8.42,1.72432739001935,F5          , 0.410
576,   798,   565, , ,,,0.16447101,-62.29683686,135.685210312076, 6.34,0.677337439295258,A6V         , 0.164
577,   800,   516, , ,,,0.16456054,+51.42303822,440.528634361233, 7.93,-0.289870714034388,K0          , 1.301
578,   799,   529, , ,,,0.16457131,+12.71084240,193.050193050193, 8.36,1.93164879872617,K0          , 1.072
579,   801,   564, , ,,,0.16469698,-50.26778193,53.1914893617021, 8.32,4.6907892463184,G2/G3V      , 0.595
580,   802,   543, , ,,,0.16527508,+04.83249243,657.894736842105, 7.77,-1.32078206027614,G5          , 1.219
581,   803,   545, , ,,,0.1652829,-02.56122960,373.134328358209, 6.84,-1.01932602985605,K2          , 1.611
582,   804,   581, , ,,,0.16566031,-78.59054090,119.617224880383, 8.78,3.39103138719508,K1IV/V      , 1.011
583,   805,   563, , ,,,0.1657607,-44.66648659,225.225225225225, 7.19,0.4269148505731,K1II        , 0.974
584,   806,   544, , ,,,0.16586401,+04.16612269,588.235294117647, 8.50,-0.347755393108629,K5          , 1.166
585,   807,   542, , ,,,0.16596353,+08.57704143,172.413793103448, 8.82,2.63713996781469,F8          , 0.620
586,   809,   569, , ,,,0.16613741,-65.35709708,228.83295194508, 7.93,1.13240718485211,K0III       , 0.964
587,   810,   562, , ,,,0.16640784,-25.87473632,162.866449511401, 7.66,1.60084185570584,A2V         , 0.139
588,   813,   560,  26,, 34    Psc, ,0.1672735,+11.14580908,99.601593625498, 5.54,0.548668564045003,B9V         ,-0.064
589,   814,   636,  30,,   Gam3Oct, ,0.16729695,-82.22399743,74.3494423791822, 5.29,0.933611421692135,K1/K2III    , 1.049
590,   815,   578, , ,,,0.16740094,-63.29667598,103.842159916926, 8.13,3.04813143562267,F3V         , 0.456
591,   817,   556, , ,,,0.16755099,+46.39035323,138.69625520111, 7.51,1.79967632359714,A3+...      , 0.251
592,   818,   561, , ,,,0.16757805,-08.97418208,97.65625, 7.10,2.15149978319906,F0          , 0.345
593,   819,   610, , ,,,0.16789305,-79.00183917,89.6860986547085, 7.88,3.1163743369209,F5V         , 0.476
594,   822,   486, , ,,,0.16812106,+84.15197251,129.366106080207, 8.38,2.82089746959163,F5          , 0.371
595,   824,   559, , ,,,0.16819115,+25.19788575,319.488817891374, 7.77,0.247721687732244,M...        , 1.603
596,   825,232119, , ,,,0.16851776,+50.80683530,240.963855421687, 8.50,1.59024048356046,K0          , 1.042
597,   826, , , ,,,0.16853402,+47.30683960,327.868852459016, 8.61,1.03149919673393,G5          , 1.156
598,   828,   557, , ,,,0.1686865,+39.64894107,277.777777777778, 8.71,1.49151250383644,F0          , 0.594
599,   829,   626, , ,,,0.16888711,-78.30066030,311.526479750779, 6.97,-0.497474837975639,K3III       , 1.377
600,   831,   577, , ,,,0.16924561,-49.14331204,117.647058823529, 8.56,3.20709462857146,F5V         , 0.524
601,   834,   553, , ,,,0.16958493,+64.64672491,210.970464135021, 8.11,1.48889170837043,K0          , 1.032
602,   835,   573, , ,,,0.17028537,+25.52675303,254.452926208651, 8.91,1.88196275187713,F0III       , 0.356
603,   836,   554, , ,,,0.1705832,+60.02604910,892.857142857143, 7.83,-1.92390988664909,G8III       , 1.311
604,   837,232120, , ,,,0.17118878,+50.88488337,364.963503649635, 8.95,1.13875281410194,K0          , 1.104
605,   838,   567, , ,,,0.17123766,+52.25514295,335.570469798658, 7.20,-0.428918679618724,B9          ,-0.053
606,   840,   587,  29,,          , ,0.17190257,-05.24851713,55.005500550055, 5.84,2.13796939442974,K1III       , 0.973
607,   841,   571,  27,, 22    And, ,0.17201167,+46.07227117,308.641975308642, 5.01,-2.43727494896694,F2II        , 0.405
608,   846,   603, , ,,,0.17304646,-13.98412856,73.909830007391, 8.92,4.57648898298811,G2V         , 0.578
609,   847,   602, , ,,,0.17306463,-11.78583365,98.5221674876847, 8.38,3.41233021124616,F7V         , 0.508
610,   848,   583, , ,,,0.17338933,+58.48950539,96.6183574879227, 7.74,2.81470174896468,A           , 0.473
611,   849,   600, , ,,,0.1735903,-06.03970203,305.810397553517, 8.60,1.17273876330143,K0          , 1.042
612,   851,   604, , ,,,0.17396762,-14.45220836,162.074554294976, 8.35,2.30142582016621,F7V         , 0.528
613,   852,   598, , ,,,0.17410051,+28.65292193,273.972602739726, 7.11,-0.0785356777176256,M4III:      , 1.528
614,   854, , , ,,,0.17456344,+13.59498069,133.689839572193, 8.98,3.34950798932231,G0          , 0.471
615,   855,   596, , ,,,0.17472271,+51.91238880,546.448087431694, 7.75,-0.937744551347851,K0          , 1.487
616,   856,   615, , ,,,0.17489276,+15.23192856,77.4593338497289, 8.24,3.7946312113321,F6V         , 0.491
617,   857,   584,  28,,          , ,0.17490535,+57.16549747,153.374233128834, 6.74,0.811237978659602,B7IV        ,-0.074
618,   858,   613, , ,,,0.1756713,+33.13088570,210.970464135021, 6.83,0.208891708370426,K4III       , 1.429
619,   859,   595, , ,,,0.17617671,+52.31675606,140.845070422535, 7.70,1.95629174359538,A0          , 0.144
620,   860,   593, , ,,,0.17629219,+59.67341444,602.409638554217, 6.70,-2.19945955979972,B1V         ,-0.017
621,   861,   647, , ,,,0.17685336,-41.11858278,289.855072463768, 8.67,1.35909547536637,K0III       , 1.037
622,   863,   660, , ,,,0.17717156,-63.63430723,181.488203266788, 8.73,2.43575799425893,F7IV        , 0.563
623,   865,   661,  32,,          , ,0.17730819,-73.22443438,66.4010624169987, 6.66,2.54912485932341,F3/F5IV+... , 0.372
624,   866,   612, , ,,,0.17742997,+56.05613623,193.798449612403, 8.29,1.85324850813606,A0          , 0.077
625,   867,   631, , ,,,0.17752896,+12.82027132,64.2260757867694, 8.47,4.4314430628406,G5          , 0.574
626,   868,   632, , ,,,0.17757495,+02.30067277,343.642611683849, 8.16,0.479464944929537,K2          , 1.165
627,   869, , , ,,,0.17795843,+13.22299119,114.025085518814, 8.97,3.6849979668302,F5          , 0.497
628,   870,   633, , ,,,0.17798082,+02.05549803,54.9450549450549, 7.51,3.81035693992537,F8          , 0.503
629,   871,232121, , ,,,0.17835239,+54.89149475,574.712643678161, 8.97,0.172746241413,B7IIIe+K3III, 0.674
630,   872,   659, , ,,,0.1784609,-54.40037514,228.310502283105, 8.55,1.7573705525205,G3V         , 0.692
631,   873,   645,  31,,          , ,0.17854038,-12.57980381,65.1465798045603, 5.84,1.77054189906603,K0III       , 1.000
632,   874,   628, , ,,,0.17920465,+58.01831644,266.666666666667, 7.85,0.720156338638595,B9          , 0.099
633,   875,   657, , ,,,0.17938401,-38.76885912,125.786163522013, 8.68,3.18183564328235,G2V         , 0.588
634,   877,   629, , ,,,0.17954068,+55.34282756,205.761316872428, 8.05,1.48318134631147,G5          , 0.878
635,   876,   627, , ,,,0.17954397,+58.76951990,617.283950617284, 8.27,-0.682424927286844,B7V         , 0.146
636,   878,   655, , ,,,0.17957148,-21.93357013,287.35632183908, 7.68,0.387896219732906,K0III       , 1.028
637,   880,   639, , ,,,0.17967321,+37.47386216,113.636363636364, 7.77,2.49241336075084,F2          , 0.405
638,   881,   656, , ,,,0.17967788,-34.86071198,212.765957446808, 6.89,0.250489289678589,K0III       , 0.951
639,   882,   640, , ,,,0.17977563,+32.24257302,406.50406504065, 7.55,-0.495324464483104,M...        , 1.354
640,   883,   675, , ,,,0.17983669,-57.48628559,128.700128700129, 8.27,2.72210509400457,F6IV/V      , 0.517
641,   884,232122, , ,,,0.18003702,+51.17784908,343.642611683849, 8.16,0.479464944929537,K5          , 1.677
642,   885,   630, , ,,,0.18009257,+49.01075823,338.983050847458, 8.07,0.419110079890816,B9          ,-0.015
643,   886,   641, , ,,,0.18013467,+30.68565518,250, 7.91,0.920299956639813,A0          , 0.024
644,   887,   666, , ,,,0.18152265,-13.90281571,444.444444444444, 7.71,-0.529087409443187,K1/K2III    , 1.253
645,   889,   652, , ,,,0.18219986,+48.11040510,60.790273556231, 8.41,4.49082951142997,G5          , 0.575
646,   891,   673, , ,,,0.18221949,-42.25160366,980.392156862745, 8.88,-1.07699914119041,K1III       , 1.169
647,   892,   665, , ,,,0.18247484,-02.07451183,277.008310249307, 7.93,0.71753600952829,K2          , 1.096
648,   893,   672, , ,,,0.18276653,-18.57284278,220.75055187638, 7.78,1.06049101006416,M3III       , 1.302
649,   894,232123, , ,,,0.1828172,+52.44279023,160, 8.90,2.87940008672038,F5          , 0.500
650,   895,   664, , ,,,0.18372621,+29.55052263,79.3650793650794, 8.55,4.05185272558782,F5V         , 0.435
651,   897, ,,NN 3011  ,, ,0.18457256,-05.78399441,25.516713447308,10.86,8.82587631739051,M2          , 1.418
652,   898, , , ,,,0.18458005,+05.20868148,41.1184210526316,11.55,8.47981785300349,M2V:        , 1.395
653,   900,   680, , ,,,0.18490022,+04.13310730,277.008310249307, 7.44,0.227536009528291,G5          , 0.998
654,   902,   663, , ,,,0.18552641,+57.58791462,225.733634311512, 6.68,-0.0879813688846518,K1III       , 1.212
655,   903,   911, , ,,,0.1857789,-87.41423771,226.757369614512, 8.85,2.07219294733919,F8/G0V      , 0.585
656,   904,   681, , ,,,0.18584637,-07.37619874,119.617224880383, 8.90,3.51103138719508,F8          , 0.473
657,   905,   669, , ,,,0.18592842,+49.54666660,138.504155124654, 8.24,2.5326859878482,A2          , 0.184
658,   906,   688, , ,,,0.18600847,-03.32135959,257.731958762887, 6.74,-0.315841372028963,G5          , 1.025
659,   908,   684, , ,,,0.18743114,+10.63603546,383.141762452107, 8.44,0.523202536691405,K0          , 1.330
660,   909,   685, , ,,,0.18768864,+07.94816079,237.529691211401, 7.69,0.811410479178343,K2          , 1.163
